,id,date,temp_avg_c,precipitation_mm
0,USS0021E07S,1980-07-09,,
1,USS0021E07S,1980-07-10,,
2,USS0021E07S,1980-07-11,,
3,USS0021E07S,1980-07-12,,
4,USS0021E07S,1980-07-13,,
5,USS0021E07S,1980-07-14,,
6,USS0021E07S,1980-07-15,,
7,USS0021E07S,1980-07-16,,
8,USS0021E07S,1980-07-17,,
9,USS0021E07S,1980-07-18,,
10,USS0021E07S,1980-07-19,,
11,USS0021E07S,1980-07-20,,
12,USS0021E07S,1980-07-21,,
13,USS0021E07S,1980-07-22,,
14,USS0021E07S,1980-07-23,,
15,USS0021E07S,1980-07-24,,
16,USS0021E07S,1980-07-25,,
17,USS0021E07S,1980-07-26,,
18,USS0021E07S,1980-07-27,,
19,USS0021E07S,1980-07-28,,
20,USS0021E07S,1980-07-29,,
21,USS0021E07S,1980-08-04,,
22,USS0021E07S,1980-08-05,,
23,USS0021E07S,1980-08-06,,
24,USS0021E07S,1980-08-08,,
25,USS0021E07S,1980-08-10,,
26,USS0021E07S,1980-08-11,,
27,USS0021E07S,1980-08-12,,
28,USS0021E07S,1980-08-13,,
29,USS0021E07S,1980-08-14,,
30,USS0021E07S,1980-08-15,,
31,USS0021E07S,1980-08-16,,
32,USS0021E07S,1980-08-17,,
33,USS0021E07S,1980-08-18,,
34,USS0021E07S,1980-08-19,,
35,USS0021E07S,1980-08-20,,
36,USS0021E07S,1980-08-21,,
37,USS0021E07S,1980-08-22,,
38,USS0021E07S,1980-08-24,,
39,USS0021E07S,1980-08-25,,
40,USS0021E07S,1980-08-26,,
41,USS0021E07S,1980-08-27,,
42,USS0021E07S,1980-08-29,,
43,USS0021E07S,1980-08-30,,
44,USS0021E07S,1980-09-01,,
45,USS0021E07S,1980-09-05,,
46,USS0021E07S,1980-09-06,,
47,USS0021E07S,1980-09-08,,
48,USS0021E07S,1980-09-10,,
49,USS0021E07S,1980-09-11,,
50,USS0021E07S,1980-09-12,,
51,USS0021E07S,1980-09-13,,
52,USS0021E07S,1980-09-14,,
53,USS0021E07S,1980-09-15,,
54,USS0021E07S,1980-09-17,,
55,USS0021E07S,1980-09-18,,
56,USS0021E07S,1980-09-19,,
57,USS0021E07S,1980-09-20,,
58,USS0021E07S,1980-09-22,,
59,USS0021E07S,1980-09-23,,
60,USS0021E07S,1980-09-26,,
61,USS0021E07S,1980-09-27,,
62,USS0021E07S,1980-09-28,,
63,USS0021E07S,1980-09-29,,
64,USS0021E07S,1980-09-30,,
65,USS0021E07S,1980-10-01,,
66,USS0021E07S,1980-10-02,,
67,USS0021E07S,1980-10-03,,
68,USS0021E07S,1980-10-04,,
69,USS0021E07S,1980-10-05,,
70,USS0021E07S,1980-10-06,,
71,USS0021E07S,1980-10-07,,
72,USS0021E07S,1980-10-08,,
73,USS0021E07S,1980-10-09,,
74,USS0021E07S,1980-10-10,,
75,USS0021E07S,1980-10-11,,
76,USS0021E07S,1980-10-12,,
77,USS0021E07S,1980-10-13,,
78,USS0021E07S,1980-10-14,,
79,USS0021E07S,1980-10-15,,
80,USS0021E07S,1980-10-16,,
81,USS0021E07S,1980-10-17,,
82,USS0021E07S,1980-10-18,,
83,USS0021E07S,1980-10-19,,
84,USS0021E07S,1980-10-20,,
85,USS0021E07S,1980-10-21,,
86,USS0021E07S,1980-10-22,,
87,USS0021E07S,1980-10-23,,
88,USS0021E07S,1980-10-24,,
89,USS0021E07S,1980-10-25,,
90,USS0021E07S,1980-10-26,,
91,USS0021E07S,1980-10-27,,
92,USS0021E07S,1980-10-28,,
93,USS0021E07S,1980-10-29,,
94,USS0021E07S,1980-10-30,,
95,USS0021E07S,1980-10-31,,
96,USS0021E07S,1980-11-01,,
97,USS0021E07S,1980-11-02,,
98,USS0021E07S,1980-11-03,,
99,USS0021E07S,1980-11-04,,
100,USS0021E07S,1980-11-05,,
101,USS0021E07S,1980-11-06,,
102,USS0021E07S,1981-09-05,,
103,USS0021E07S,1981-09-08,,
104,USS0021E07S,1981-09-09,,
105,USS0021E07S,1981-09-10,,
106,USS0021E07S,1981-09-11,,
107,USS0021E07S,1981-09-12,,
108,USS0021E07S,1981-09-13,,
109,USS0021E07S,1981-09-14,,
110,USS0021E07S,1981-09-15,,
111,USS0021E07S,1981-09-16,,
112,USS0021E07S,1981-09-17,,
113,USS0021E07S,1981-09-18,,
114,USS0021E07S,1981-09-20,,
115,USS0021E07S,1981-09-22,,
116,USS0021E07S,1981-09-23,,
117,USS0021E07S,1981-09-24,,
118,USS0021E07S,1981-09-25,,
119,USS0021E07S,1981-09-27,,
120,USS0021E07S,1981-09-28,,
121,USS0021E07S,1981-09-29,,
122,USS0021E07S,1981-09-30,,
123,USS0021E07S,1981-10-01,,0.0
124,USS0021E07S,1981-10-02,,17.8
125,USS0021E07S,1981-10-03,,2.5
126,USS0021E07S,1981-10-04,,7.6
127,USS0021E07S,1981-10-05,,15.2
128,USS0021E07S,1981-10-06,,2.5
129,USS0021E07S,1981-10-07,,17.8
130,USS0021E07S,1981-10-08,,45.7
131,USS0021E07S,1981-10-09,,17.8
132,USS0021E07S,1981-10-10,,0.0
133,USS0021E07S,1981-10-11,,7.6
134,USS0021E07S,1981-10-12,,0.0
135,USS0021E07S,1981-10-13,,5.1
136,USS0021E07S,1981-10-14,,2.5
137,USS0021E07S,1981-10-15,,7.6
138,USS0021E07S,1981-10-16,,0.0
139,USS0021E07S,1981-10-17,,0.0
140,USS0021E07S,1981-10-18,,0.0
141,USS0021E07S,1981-10-19,,0.0
142,USS0021E07S,1981-10-20,,0.0
143,USS0021E07S,1981-10-21,,0.0
144,USS0021E07S,1981-10-22,,0.0
145,USS0021E07S,1981-10-23,,0.0
146,USS0021E07S,1981-10-24,,0.0
147,USS0021E07S,1981-10-25,,10.2
148,USS0021E07S,1981-10-26,,0.0
149,USS0021E07S,1981-10-27,,0.0
150,USS0021E07S,1981-10-28,,15.2
151,USS0021E07S,1981-10-29,,25.4
152,USS0021E07S,1981-10-30,,12.7
153,USS0021E07S,1981-10-31,,5.1
154,USS0021E07S,1981-11-01,,0.0
155,USS0021E07S,1981-11-02,,0.0
156,USS0021E07S,1981-11-03,,0.0
157,USS0021E07S,1981-11-04,,0.0
158,USS0021E07S,1981-11-05,,0.0
159,USS0021E07S,1981-11-06,,0.0
160,USS0021E07S,1981-11-07,,0.0
161,USS0021E07S,1981-11-08,,0.0
162,USS0021E07S,1981-11-09,,12.7
163,USS0021E07S,1981-11-10,,0.0
164,USS0021E07S,1981-11-11,,25.4
165,USS0021E07S,1981-11-12,,2.5
166,USS0021E07S,1981-11-13,,17.8
167,USS0021E07S,1981-11-14,,0.0
168,USS0021E07S,1981-11-15,,22.9
169,USS0021E07S,1981-11-16,,17.8
170,USS0021E07S,1981-11-17,,22.9
171,USS0021E07S,1981-11-18,,17.8
172,USS0021E07S,1981-11-19,,12.7
173,USS0021E07S,1981-11-20,,10.2
174,USS0021E07S,1981-11-21,,53.3
175,USS0021E07S,1981-11-22,,22.9
176,USS0021E07S,1981-11-23,,20.3
177,USS0021E07S,1981-11-24,,12.7
178,USS0021E07S,1981-11-25,,0.0
179,USS0021E07S,1981-11-26,,0.0
180,USS0021E07S,1981-11-27,,0.0
181,USS0021E07S,1981-11-28,,7.6
182,USS0021E07S,1981-11-29,,0.0
183,USS0021E07S,1981-11-30,,25.4
184,USS0021E07S,1981-12-01,,88.9
185,USS0021E07S,1981-12-02,,22.9
186,USS0021E07S,1981-12-03,,7.6
187,USS0021E07S,1981-12-04,,12.7
188,USS0021E07S,1981-12-05,,78.7
189,USS0021E07S,1981-12-06,,38.1
190,USS0021E07S,1981-12-07,,0.0
191,USS0021E07S,1981-12-08,,12.7
192,USS0021E07S,1981-12-09,,10.2
193,USS0021E07S,1981-12-10,,0.0
194,USS0021E07S,1981-12-11,,10.2
195,USS0021E07S,1981-12-12,,38.1
196,USS0021E07S,1981-12-13,,53.3
197,USS0021E07S,1981-12-14,,30.5
198,USS0021E07S,1981-12-15,,45.7
199,USS0021E07S,1981-12-16,,10.2
200,USS0021E07S,1981-12-17,,2.5
201,USS0021E07S,1981-12-18,,25.4
202,USS0021E07S,1981-12-19,,33.0
203,USS0021E07S,1981-12-20,,27.9
204,USS0021E07S,1981-12-21,,15.2
205,USS0021E07S,1981-12-22,,5.1
206,USS0021E07S,1981-12-23,,7.6
207,USS0021E07S,1981-12-24,,10.2
208,USS0021E07S,1981-12-25,,30.5
209,USS0021E07S,1981-12-26,,55.9
210,USS0021E07S,1981-12-27,,38.1
211,USS0021E07S,1981-12-28,,0.0
212,USS0021E07S,1981-12-29,,10.2
213,USS0021E07S,1981-12-30,,0.0
214,USS0021E07S,1981-12-31,,38.1
215,USS0021E07S,1982-01-01,,5.1
216,USS0021E07S,1982-01-02,,53.3
217,USS0021E07S,1982-01-03,,83.8
218,USS0021E07S,1982-01-04,,5.1
219,USS0021E07S,1982-01-05,,0.0
220,USS0021E07S,1982-01-06,,0.0
221,USS0021E07S,1982-01-07,,0.0
222,USS0021E07S,1982-01-08,,0.0
223,USS0021E07S,1982-01-09,,22.9
224,USS0021E07S,1982-01-10,,10.2
225,USS0021E07S,1982-01-11,,10.2
226,USS0021E07S,1982-01-12,,20.3
227,USS0021E07S,1982-01-13,,0.0
228,USS0021E07S,1982-01-14,,5.1
229,USS0021E07S,1982-01-15,,5.1
230,USS0021E07S,1982-01-16,,10.2
231,USS0021E07S,1982-01-17,,0.0
232,USS0021E07S,1982-01-18,,0.0
233,USS0021E07S,1982-01-19,,0.0
234,USS0021E07S,1982-01-20,,5.1
235,USS0021E07S,1982-01-21,,0.0
236,USS0021E07S,1982-01-22,,104.1
237,USS0021E07S,1982-01-23,,10.2
238,USS0021E07S,1982-01-24,,12.7
239,USS0021E07S,1982-01-25,,25.4
240,USS0021E07S,1982-01-26,,25.4
241,USS0021E07S,1982-01-27,,17.8
242,USS0021E07S,1982-01-28,,7.6
243,USS0021E07S,1982-01-29,,17.8
244,USS0021E07S,1982-01-30,,0.0
245,USS0021E07S,1982-01-31,,0.0
246,USS0021E07S,1982-02-01,,0.0
247,USS0021E07S,1982-02-02,,0.0
248,USS0021E07S,1982-02-03,,12.7
249,USS0021E07S,1982-02-04,,0.0
250,USS0021E07S,1982-02-05,,0.0
251,USS0021E07S,1982-02-06,,0.0
252,USS0021E07S,1982-02-07,,0.0
253,USS0021E07S,1982-02-08,,0.0
254,USS0021E07S,1982-02-09,,71.1
255,USS0021E07S,1982-02-10,,7.6
256,USS0021E07S,1982-02-11,,0.0
257,USS0021E07S,1982-02-12,,0.0
258,USS0021E07S,1982-02-13,,63.5
259,USS0021E07S,1982-02-14,,35.6
260,USS0021E07S,1982-02-15,,12.7
261,USS0021E07S,1982-02-16,,38.1
262,USS0021E07S,1982-02-17,,25.4
263,USS0021E07S,1982-02-18,,63.5
264,USS0021E07S,1982-02-19,,2.5
265,USS0021E07S,1982-02-20,,45.7
266,USS0021E07S,1982-02-21,,10.2
267,USS0021E07S,1982-02-22,,30.5
268,USS0021E07S,1982-02-23,,7.6
269,USS0021E07S,1982-02-24,,0.0
270,USS0021E07S,1982-02-25,,0.0
271,USS0021E07S,1982-02-26,,5.1
272,USS0021E07S,1982-02-27,,12.7
273,USS0021E07S,1982-02-28,,2.5
274,USS0021E07S,1982-03-01,,17.8
275,USS0021E07S,1982-03-02,,20.3
276,USS0021E07S,1982-03-03,,35.6
277,USS0021E07S,1982-03-04,,17.8
278,USS0021E07S,1982-03-05,,0.0
279,USS0021E07S,1982-03-06,,0.0
280,USS0021E07S,1982-03-07,,0.0
281,USS0021E07S,1982-03-08,,0.0
282,USS0021E07S,1982-03-09,,7.6
283,USS0021E07S,1982-03-10,,20.3
284,USS0021E07S,1982-03-11,,15.2
285,USS0021E07S,1982-03-12,,0.0
286,USS0021E07S,1982-03-13,,0.0
287,USS0021E07S,1982-03-14,,12.7
288,USS0021E07S,1982-03-15,,5.1
289,USS0021E07S,1982-03-16,,2.5
290,USS0021E07S,1982-03-17,,7.6
291,USS0021E07S,1982-03-18,,0.0
292,USS0021E07S,1982-03-19,,2.5
293,USS0021E07S,1982-03-20,,2.5
294,USS0021E07S,1982-03-21,,0.0
295,USS0021E07S,1982-03-22,,2.5
296,USS0021E07S,1982-03-23,,2.5
297,USS0021E07S,1982-03-24,,7.6
298,USS0021E07S,1982-03-25,,0.0
299,USS0021E07S,1982-03-26,,0.0
300,USS0021E07S,1982-03-27,,15.2
301,USS0021E07S,1982-03-28,,22.9
302,USS0021E07S,1982-03-29,,17.8
303,USS0021E07S,1982-03-30,,15.2
304,USS0021E07S,1982-03-31,,5.1
305,USS0021E07S,1982-04-01,,7.6
306,USS0021E07S,1982-04-02,,25.4
307,USS0021E07S,1982-04-03,,15.2
308,USS0021E07S,1982-04-04,,7.6
309,USS0021E07S,1982-04-05,,17.8
310,USS0021E07S,1982-04-06,,5.1
311,USS0021E07S,1982-04-07,,2.5
312,USS0021E07S,1982-04-08,,15.2
313,USS0021E07S,1982-04-09,,0.0
314,USS0021E07S,1982-04-10,,12.7
315,USS0021E07S,1982-04-11,,27.9
316,USS0021E07S,1982-04-12,,0.0
317,USS0021E07S,1982-04-13,,25.4
318,USS0021E07S,1982-04-14,,40.6
319,USS0021E07S,1982-04-15,,25.4
320,USS0021E07S,1982-04-16,,7.6
321,USS0021E07S,1982-04-17,,0.0
